Name	number
MSTRG.12607.2	4
MSTRG.9768.1	1
MSTRG.23725.1	4
MSTRG.21031.1	1
MSTRG.5468.3	3
MSTRG.8163.1	4
MSTRG.12971.1	5
MSTRG.24814.1	2
MSTRG.22120.1	3
MSTRG.2431.2	4
MSTRG.11899.2	5
MSTRG.25903.1	2
MSTRG.16797.3	3
MSTRG.9252.1	2
MSTRG.19492.1	13
MSTRG.2748.2	2
MSTRG.21603.3	2
MSTRG.12988.2	8
MSTRG.10294.2	2
MSTRG.15192.3	23
MSTRG.23526.1	1
MSTRG.12408.2	5
MSTRG.26501.4	4
MSTRG.17886.3	7
MSTRG.3837.2	2
MSTRG.11383.2	9
MSTRG.24615.1	3
MSTRG.7410.8	2
MSTRG.31433.2	2
MSTRG.20315.3	3
MSTRG.9824.3	5
MSTRG.27996.7	7
MSTRG.25704.1	19
MSTRG.23010.1	7
MSTRG.720.1	7
MSTRG.19293.1	4
MSTRG.33056.1	8
MSTRG.32522.2	10
MSTRG.17687.3	9
MSTRG.3638.2	16
MSTRG.4410.2	16
MSTRG.24996.1	13
MSTRG.29894.2	8
MSTRG.16082.3	20
MSTRG.20696.3	6
MSTRG.4727.2	5
MSTRG.34700.2	2
MSTRG.23391.1	1
MSTRG.521.1	10
MSTRG.5816.2	18
MSTRG.24480.1	2
MSTRG.13362.2	8
MSTRG.1516.4	18
MSTRG.4211.2	4
MSTRG.14451.2	2
MSTRG.24797.1	2
MSTRG.19.2	6
MSTRG.20497.3	3
MSTRG.23963.3	3
MSTRG.35035.1	2
MSTRG.14768.2	9
MSTRG.12074.2	3
MSTRG.25886.1	8
MSTRG.23192.1	2
MSTRG.322.1	5
MSTRG.28090.2	2
MSTRG.10959.1	1
MSTRG.36124.1	3
MSTRG.26975.1	2
MSTRG.24281.1	6
MSTRG.1808.1	15
MSTRG.33793.2	10
MSTRG.25370.1	2
MSTRG.14252.2	14
MSTRG.34882.2	21
MSTRG.10443.1	1
MSTRG.23764.3	20
MSTRG.11532.1	6
MSTRG.26776.1	4
MSTRG.15658.2	3
MSTRG.18142.8	2
MSTRG.32151.19	2
MSTRG.14824.4	7
MSTRG.11849.1	2
MSTRG.27865.1	27
MSTRG.2787.4	4
MSTRG.25171.1	2
MSTRG.12447.4	6
MSTRG.12938.1	6
MSTRG.10244.1	1
MSTRG.28954.1	16
MSTRG.26260.1	2
MSTRG.1182.4	4
MSTRG.1673.1	3
MSTRG.17836.2	14
MSTRG.15142.2	3
MSTRG.30874.1	1
MSTRG.430.13	10
MSTRG.11333.1	2
MSTRG.9219.1	3
MSTRG.18925.2	2
MSTRG.31963.1	6
MSTRG.7660.2	7
MSTRG.4194.2	7
MSTRG.12422.1	13
MSTRG.5283.2	3
MSTRG.12739.1	5
MSTRG.10045.1	3
MSTRG.13511.1	5
MSTRG.1474.1	2
MSTRG.14600.1	1
MSTRG.13828.1	1
MSTRG.11134.1	2
MSTRG.29844.1	4
MSTRG.2563.1	1
MSTRG.31764.1	2
MSTRG.23621.5	16
MSTRG.10300.3	13
MSTRG.7461.2	18
MSTRG.14917.1	2
MSTRG.12223.1	5
MSTRG.30930.3	21
MSTRG.3652.1	8
MSTRG.19815.2	7
MSTRG.32853.1	13
MSTRG.13312.1	13
MSTRG.4741.1	2
MSTRG.3969.1	2
MSTRG.11795.6	7
MSTRG.1275.1	10
MSTRG.33942.1	2
MSTRG.22824.2	3
MSTRG.11706.3	9
MSTRG.8867.2	2
MSTRG.14401.1	3
MSTRG.58.4	2
MSTRG.2364.1	10
MSTRG.5830.1	1
MSTRG.9956.2	4
MSTRG.7262.2	11
MSTRG.10998.3	4
MSTRG.3453.1	6
MSTRG.13693.1	2
MSTRG.18591.2	4
MSTRG.15807.1	10
MSTRG.4542.1	10
MSTRG.7279.3	4
MSTRG.23159.1	2
MSTRG.14782.1	5
MSTRG.25600.5	7
MSTRG.14202.1	3
MSTRG.19680.2	14
MSTRG.5631.1	2
MSTRG.34832.1	1
MSTRG.23714.2	9
MSTRG.24248.1	1
MSTRG.5948.1	2
MSTRG.6720.1	1
MSTRG.35921.1	8
MSTRG.13494.1	7
MSTRG.25337.1	6
MSTRG.34849.2	5
MSTRG.4343.1	7
MSTRG.14583.1	3
MSTRG.7915.9	3
MSTRG.5712.6	7
MSTRG.33244.2	8
MSTRG.8169.3	2
MSTRG.12977.3	7
MSTRG.10283.3	9
MSTRG.5432.1	1
MSTRG.29718.4	7
MSTRG.24049.1	1
MSTRG.15672.1	11
MSTRG.11372.3	14
MSTRG.6521.1	2
MSTRG.16761.1	2
MSTRG.15989.1	9
MSTRG.13295.1	2
MSTRG.25138.1	16
MSTRG.20884.4	4
MSTRG.7610.1	1
MSTRG.14664.6	2
MSTRG.17850.1	3
MSTRG.14384.1	8
MSTRG.26227.1	2
MSTRG.33045.2	6
MSTRG.13550.3	6
MSTRG.10084.3	5
MSTRG.15473.1	3
MSTRG.27316.1	3
MSTRG.7136.5	8
MSTRG.34134.2	3
MSTRG.13867.3	19
MSTRG.29883.3	11
MSTRG.18765.4	7
MSTRG.16562.1	3
MSTRG.28405.1	3
MSTRG.7991.1	9
MSTRG.510.2	2
MSTRG.26028.1	1
MSTRG.17651.1	5
MSTRG.8500.1	1
MSTRG.18740.1	2
MSTRG.27117.1	1
MSTRG.34706.4	4
MSTRG.20660.1	1
MSTRG.7428.2	20
MSTRG.22372.7	2
MSTRG.28206.1	2
MSTRG.35304.7	6
MSTRG.30126.1	2
MSTRG.10631.2	8
MSTRG.20977.1	4
MSTRG.7792.1	2
MSTRG.35024.2	13
MSTRG.17452.1	2
MSTRG.3492.3	5
MSTRG.33909.1	3
MSTRG.31215.1	5
MSTRG.8390.4	4
MSTRG.8881.1	8
MSTRG.26964.2	4
MSTRG.27498.1	6
MSTRG.18541.1	2
MSTRG.32304.1	7
MSTRG.20461.1	3
MSTRG.7229.2	12
MSTRG.9970.1	2
MSTRG.23198.3	20
MSTRG.28007.1	2
MSTRG.19630.1	3
MSTRG.23753.4	5
MSTRG.21550.1	5
MSTRG.8318.2	3
MSTRG.10432.2	6
MSTRG.7593.1	4
MSTRG.692.2	6
MSTRG.1370.5	12
MSTRG.4509.1	2
MSTRG.31016.1	3
MSTRG.11521.2	6
MSTRG.8682.1	1
MSTRG.27299.1	5
MSTRG.32194.4	2
MSTRG.32105.1	8
MSTRG.22956.1	1
MSTRG.9771.1	2
MSTRG.28388.1	2
MSTRG.10233.2	2
MSTRG.21351.1	3
MSTRG.29477.1	5
MSTRG.18359.2	51
MSTRG.31397.1	3
MSTRG.22440.1	2
MSTRG.11322.2	10
MSTRG.12739.14	2
MSTRG.34689.4	2
MSTRG.32486.1	3
MSTRG.20834.3	3
MSTRG.28189.1	2
MSTRG.13500.2	6
MSTRG.29278.1	2
MSTRG.31198.1	1
MSTRG.25749.5	3
MSTRG.2552.2	4
MSTRG.32287.1	3
MSTRG.21169.2	9
MSTRG.14906.2	13
MSTRG.3641.2	6
MSTRG.35579.4	13
MSTRG.33376.1	3
MSTRG.9073.2	3
MSTRG.16529.1	10
MSTRG.27156.3	6
MSTRG.4730.2	7
MSTRG.34465.1	2
MSTRG.23347.2	4
MSTRG.25059.8	11
MSTRG.28245.3	7
MSTRG.10670.4	9
MSTRG.35554.1	3
MSTRG.35063.4	22
MSTRG.32088.1	2
MSTRG.12593.2	6
MSTRG.841.1	2
MSTRG.33948.3	8
MSTRG.31254.3	4
MSTRG.33177.1	1
MSTRG.22059.2	6
MSTRG.22.2	4
MSTRG.7759.1	1
MSTRG.5065.1	3
MSTRG.34266.1	1
MSTRG.14771.2	7
MSTRG.23148.2	7
MSTRG.17419.1	2
MSTRG.3459.3	6
MSTRG.6154.1	3
MSTRG.10962.1	6
MSTRG.35355.1	4
MSTRG.13119.3	4
MSTRG.1811.1	10
MSTRG.18017.4	3
MSTRG.18508.1	2
MSTRG.20428.1	6
MSTRG.25326.2	7
MSTRG.2900.1	2
MSTRG.21026.4	8
MSTRG.21517.1	2
MSTRG.25690.1	9
MSTRG.28618.5	19
MSTRG.10552.9	15
MSTRG.10763.1	8
MSTRG.8649.1	4
MSTRG.35156.1	1
MSTRG.18309.1	3
MSTRG.1612.1	19
MSTRG.20229.1	1
MSTRG.9738.1	2
MSTRG.7044.1	15
MSTRG.11361.4	4
MSTRG.11852.1	2
MSTRG.2701.1	2
MSTRG.5438.3	8
MSTRG.34639.3	2
MSTRG.8133.1	2
MSTRG.12941.1	3
MSTRG.21318.1	2
MSTRG.10564.1	5
MSTRG.22407.1	7
MSTRG.9222.1	2
MSTRG.29508.5	5
MSTRG.1993.1	10
MSTRG.31919.2	10
MSTRG.11653.1	2
MSTRG.9048.4	2
MSTRG.9539.1	1
MSTRG.16551.2	8
MSTRG.19779.1	1
MSTRG.17085.1	2
MSTRG.30314.2	3
MSTRG.21699.1	2
MSTRG.21119.1	2
MSTRG.12742.1	5
MSTRG.18174.1	5
MSTRG.6328.3	6
MSTRG.29889.5	3
MSTRG.22208.1	10
MSTRG.9023.1	7
MSTRG.27686.2	5
MSTRG.13831.1	5
MSTRG.16568.3	9
MSTRG.1794.1	11
MSTRG.14920.1	3
MSTRG.26081.2	9
MSTRG.2883.1	2
MSTRG.30115.2	3
MSTRG.8506.3	24
MSTRG.3972.1	2
MSTRG.2003.2	4
MSTRG.8870.2	16
MSTRG.22589.1	1
MSTRG.27487.2	6
MSTRG.13632.1	2
MSTRG.19064.1	3
MSTRG.23678.1	4
MSTRG.26162.7	6
MSTRG.17458.3	4
MSTRG.808.1	3
MSTRG.28576.2	4
MSTRG.14721.1	8
MSTRG.30496.2	3
MSTRG.3409.2	2
MSTRG.24767.1	2
MSTRG.22073.1	2
MSTRG.29665.2	9
MSTRG.15810.1	5
MSTRG.20467.3	10
MSTRG.3773.1	4
MSTRG.23162.1	5
MSTRG.4862.1	2
MSTRG.23479.1	1
MSTRG.14802.6	12
MSTRG.26454.4	4
MSTRG.609.1	2
MSTRG.5951.1	4
MSTRG.24568.1	1
MSTRG.2185.2	2
MSTRG.31386.2	4
MSTRG.25166.4	3
MSTRG.25657.1	1
MSTRG.14539.2	2
MSTRG.16700.1	10
MSTRG.32475.2	15
MSTRG.10239.4	4
MSTRG.26746.1	7
MSTRG.24052.1	1
MSTRG.499.4	18
MSTRG.8489.3	9
MSTRG.1732.8	7
MSTRG.24369.1	3
MSTRG.15992.1	12
MSTRG.27835.1	2
MSTRG.25141.1	2
MSTRG.18149.3	7
MSTRG.9578.3	3
MSTRG.474.1	4
MSTRG.26230.1	3
MSTRG.25458.1	6
MSTRG.5769.2	19
MSTRG.3075.2	3
MSTRG.19238.3	15
MSTRG.32276.2	6
MSTRG.7930.1	2
MSTRG.26547.1	21
MSTRG.15429.2	7
MSTRG.6858.2	2
MSTRG.27636.1	2
MSTRG.32040.7	7
MSTRG.31759.4	8
MSTRG.5253.2	7
MSTRG.12709.1	8
MSTRG.10015.1	4
MSTRG.26031.1	2
MSTRG.17607.2	2
MSTRG.16882.1	6
MSTRG.275.1	1
MSTRG.28725.1	12
MSTRG.30645.1	2
MSTRG.11104.1	23
MSTRG.29814.1	4
MSTRG.16002.2	12
MSTRG.17971.1	3
MSTRG.27120.1	1
MSTRG.31734.1	6
MSTRG.6659.2	10
MSTRG.9634.5	5
MSTRG.16319.2	7
MSTRG.27437.1	2
MSTRG.32823.1	1
MSTRG.20980.1	2
MSTRG.5054.2	2
MSTRG.21705.2	4
MSTRG.28526.1	1
MSTRG.3939.1	1
MSTRG.1245.1	14
MSTRG.30446.1	10
MSTRG.10951.2	4
MSTRG.8837.2	5
MSTRG.6143.2	5
MSTRG.35344.2	2
MSTRG.29615.1	8
MSTRG.2334.1	14
MSTRG.31706.11	5
MSTRG.31535.1	2
MSTRG.20417.2	1
MSTRG.28010.1	2
MSTRG.32624.1	3
MSTRG.10197.1	2
MSTRG.21506.2	10
MSTRG.1046.1	10
MSTRG.19950.1	2
MSTRG.33713.1	13
MSTRG.11286.1	2
MSTRG.21870.1	1
MSTRG.22104.5	14
MSTRG.29996.1	2
MSTRG.18878.2	4
MSTRG.4618.9	10
MSTRG.4829.1	16
MSTRG.2135.1	51
MSTRG.34802.1	2
MSTRG.14578.4	12
MSTRG.9727.2	8
MSTRG.28391.1	1
MSTRG.5918.1	1
MSTRG.3224.1	2
MSTRG.32425.1	3
MSTRG.21307.2	3
MSTRG.29480.1	15
MSTRG.4313.1	2
MSTRG.33514.1	9
MSTRG.9211.2	2
MSTRG.27383.6	6
MSTRG.11087.1	18
MSTRG.29797.1	1
MSTRG.2707.3	11
MSTRG.18679.2	1
MSTRG.5402.1	2
MSTRG.34603.1	3
MSTRG.704.5	13
MSTRG.12176.1	2
MSTRG.28192.1	5
MSTRG.19277.5	12
MSTRG.17074.2	2
MSTRG.3025.1	2
MSTRG.21688.2	11
MSTRG.5719.1	3
MSTRG.29561.6	8
MSTRG.15959.1	3
MSTRG.13265.1	3
MSTRG.29281.1	4
MSTRG.18163.2	3
MSTRG.33895.1	2
MSTRG.6808.1	8
MSTRG.4114.1	2
MSTRG.20083.2	3
MSTRG.27675.3	10
MSTRG.14354.1	9
MSTRG.9012.2	13
MSTRG.34984.1	3
MSTRG.32290.1	2
MSTRG.5203.1	1
MSTRG.21489.2	8
MSTRG.13066.1	25
MSTRG.29082.1	2
MSTRG.4495.1	2
MSTRG.20655.4	4
MSTRG.33696.1	2
MSTRG.6609.1	10
MSTRG.9393.2	3
MSTRG.16849.1	3
MSTRG.14155.1	2
MSTRG.5584.1	1
MSTRG.34785.1	2
MSTRG.32091.1	13
MSTRG.5004.1	5
MSTRG.17938.1	1
MSTRG.15244.1	3
MSTRG.30485.3	13
MSTRG.35874.1	1
MSTRG.33180.1	8
MSTRG.28618.10	20
MSTRG.10901.1	1
MSTRG.31854.8	8
MSTRG.18536.4	5
MSTRG.16333.1	4
MSTRG.20947.1	12
MSTRG.9474.7	8
MSTRG.7271.4	3
MSTRG.4296.1	1
MSTRG.17422.1	5
MSTRG.5385.1	8
MSTRG.34586.1	5
MSTRG.26934.2	9
MSTRG.15816.3	2
MSTRG.1085.3	3
MSTRG.17739.1	6
MSTRG.15045.1	5
MSTRG.18511.1	2
MSTRG.3779.3	5
MSTRG.6474.1	4
MSTRG.35675.1	8
MSTRG.14211.3	13
MSTRG.16134.1	1
MSTRG.18828.1	4
MSTRG.4097.1	6
MSTRG.20748.1	5
MSTRG.7563.1	3
MSTRG.34070.1	2
MSTRG.662.2	2
MSTRG.25646.2	3
MSTRG.19426.4	16
MSTRG.19917.1	7
MSTRG.17223.1	2
MSTRG.13203.8	4
MSTRG.5186.1	10
MSTRG.21837.1	5
MSTRG.8652.1	9
MSTRG.15126.6	6
MSTRG.15617.3	6
MSTRG.18312.1	3
MSTRG.22926.1	1
MSTRG.20232.1	4
MSTRG.11808.2	2
MSTRG.8969.1	12
MSTRG.6275.1	3
MSTRG.15981.2	8
MSTRG.31947.5	6
MSTRG.19401.1	12
MSTRG.18629.1	2
MSTRG.5441.3	2
MSTRG.20549.1	14
MSTRG.7364.1	3
MSTRG.21321.1	10
MSTRG.28913.2	8
MSTRG.19718.1	4
MSTRG.17024.1	9
MSTRG.8453.1	4
MSTRG.22410.1	11
MSTRG.21638.1	2
MSTRG.29511.5	3
MSTRG.31922.2	11
MSTRG.11698.5	4
MSTRG.18113.1	6
MSTRG.22727.1	6
MSTRG.20033.1	5
MSTRG.9542.1	2
MSTRG.28159.1	5
MSTRG.27625.2	3
MSTRG.30079.1	3
MSTRG.19202.1	2
MSTRG.23816.1	1
MSTRG.21122.1	9
MSTRG.9859.1	1
MSTRG.264.2	3
MSTRG.28714.2	6
MSTRG.26020.2	5
MSTRG.22211.1	2
MSTRG.8254.1	4
MSTRG.24414.4	9
MSTRG.24905.1	5
MSTRG.29803.2	2
MSTRG.18494.1	4
MSTRG.20605.3	2
MSTRG.9343.1	1
MSTRG.23300.1	3
MSTRG.19583.1	3
MSTRG.23986.9	8
MSTRG.32812.2	11
MSTRG.23617.1	2
MSTRG.30341.12	5
MSTRG.1234.2	2
MSTRG.29049.1	2
MSTRG.22592.1	2
MSTRG.24706.1	2
MSTRG.22012.1	1
MSTRG.27490.2	4
MSTRG.20986.3	7
MSTRG.18295.1	49
MSTRG.2323.2	15
MSTRG.32058.1	2
MSTRG.31524.2	2
MSTRG.20406.3	8
MSTRG.23101.1	6
MSTRG.811.1	12
MSTRG.19384.1	3
MSTRG.33147.1	2
MSTRG.23998.1	3
MSTRG.15084.3	9
MSTRG.3729.2	2
MSTRG.1035.2	6
MSTRG.33702.2	12
MSTRG.22393.1	2
MSTRG.11275.2	10
MSTRG.7022.3	15
MSTRG.23482.1	2
MSTRG.612.1	2
MSTRG.32994.2	7
MSTRG.3213.2	5
MSTRG.21385.6	12
MSTRG.23799.1	1
MSTRG.24571.1	2
MSTRG.13453.2	3
MSTRG.4391.5	3
MSTRG.34037.1	8
MSTRG.11076.2	7
MSTRG.25660.1	5
MSTRG.24888.1	2
MSTRG.22194.1	5
MSTRG.29786.2	8
MSTRG.18668.3	4
MSTRG.35126.1	6
MSTRG.25977.1	3
MSTRG.23283.1	4
MSTRG.14368.5	12
MSTRG.993.1	7
MSTRG.413.1	13
MSTRG.24372.1	2
MSTRG.4683.2	3
MSTRG.33884.2	3
MSTRG.4103.2	6
MSTRG.9581.3	21
MSTRG.14343.2	3
MSTRG.25461.1	1
MSTRG.10534.1	2
MSTRG.794.1	5
MSTRG.26550.1	6
MSTRG.15432.2	2
MSTRG.3395.2	5
MSTRG.11623.1	3
MSTRG.36016.1	2
MSTRG.16521.2	5
MSTRG.26867.1	14
MSTRG.15749.2	12
MSTRG.9382.3	2
MSTRG.27956.1	3
MSTRG.25262.1	3
MSTRG.14144.2	3
MSTRG.34774.2	4
MSTRG.12538.4	3
MSTRG.10335.1	8
MSTRG.26351.1	1
MSTRG.1764.1	2
MSTRG.595.1	6
MSTRG.30965.1	2
MSTRG.6662.2	2
MSTRG.11424.1	3
MSTRG.16322.2	7
MSTRG.19059.4	15
MSTRG.27440.1	2
MSTRG.4285.2	2
MSTRG.20445.5	20
MSTRG.12513.1	7
MSTRG.13602.1	3
MSTRG.26432.6	7
MSTRG.10136.1	2
MSTRG.18500.2	8
MSTRG.1565.1	7
MSTRG.20420.2	10
MSTRG.6463.2	2
MSTRG.13919.1	3
MSTRG.11225.1	2
MSTRG.29935.1	4
MSTRG.2654.1	1
MSTRG.7832.7	16
MSTRG.31855.1	3
MSTRG.20737.2	2
MSTRG.12314.1	9
MSTRG.28330.1	6
MSTRG.3743.1	3
MSTRG.32944.1	12
MSTRG.30250.1	2
MSTRG.8641.2	3
MSTRG.10708.3	9
MSTRG.13492.4	2
MSTRG.26724.3	4
MSTRG.27258.2	4
MSTRG.13403.1	5
MSTRG.1366.1	4
MSTRG.4832.1	2
MSTRG.18301.2	13
MSTRG.20221.2	11
MSTRG.5921.1	2
MSTRG.2455.1	5
MSTRG.23513.5	10
MSTRG.12695.1	3
MSTRG.28902.3	8
MSTRG.17593.2	2
MSTRG.30822.3	4
MSTRG.3544.1	2
MSTRG.13784.1	12
MSTRG.11090.1	1
MSTRG.24602.5	3
MSTRG.4633.1	5
MSTRG.14873.1	3
MSTRG.2536.6	4
MSTRG.18999.2	2
MSTRG.28148.2	17
MSTRG.5722.1	9
MSTRG.34923.1	19
MSTRG.12496.1	11
MSTRG.24339.1	1
MSTRG.21111.2	14
MSTRG.18119.3	2
MSTRG.8523.7	3
MSTRG.6811.1	2
MSTRG.22780.2	3
MSTRG.13585.1	9
MSTRG.18483.2	2
MSTRG.32246.2	11
MSTRG.7900.1	5
MSTRG.4434.1	4
MSTRG.14674.1	2
MSTRG.3600.3	15
MSTRG.5523.1	1
MSTRG.21492.2	19
MSTRG.10374.3	4
MSTRG.15763.1	1
MSTRG.3917.3	12
MSTRG.6612.1	2
MSTRG.22581.2	4
MSTRG.9349.3	6
MSTRG.13386.1	3
MSTRG.25229.1	10
MSTRG.16852.1	4
MSTRG.32327.7	8
MSTRG.6341.15	12
MSTRG.19009.3	4
MSTRG.2312.3	7
MSTRG.22898.2	10
MSTRG.7701.1	4
MSTRG.14475.1	2
MSTRG.26318.1	2
MSTRG.17941.1	10
MSTRG.3401.3	7
MSTRG.10946.5	6
MSTRG.15844.6	3
MSTRG.15564.1	3
MSTRG.27407.1	9
MSTRG.6993.1	7
MSTRG.27280.3	2
MSTRG.16653.1	2
MSTRG.7502.1	6
MSTRG.23471.2	6
MSTRG.17742.1	3
MSTRG.601.2	10
MSTRG.5985.6	13
MSTRG.26119.1	7
MSTRG.33708.4	2
MSTRG.27208.1	2
MSTRG.18831.1	2
MSTRG.6794.1	1
MSTRG.20751.1	6
MSTRG.11836.5	2
MSTRG.14531.3	3
MSTRG.16454.1	8
MSTRG.19920.1	5
MSTRG.30217.1	2
MSTRG.21840.1	4
MSTRG.10722.2	9
MSTRG.7883.1	11
MSTRG.982.2	7
MSTRG.15620.3	2
MSTRG.23993.12	11
MSTRG.17543.1	1
MSTRG.31306.1	1
MSTRG.26432.14	8
MSTRG.8972.1	2
MSTRG.27589.1	4
MSTRG.20832.6	10
MSTRG.18632.1	2
MSTRG.27009.1	2
MSTRG.20552.1	9
MSTRG.14332.3	3
MSTRG.19721.1	2
MSTRG.30018.1	12
MSTRG.7684.1	2
MSTRG.21641.1	2
MSTRG.15421.3	3
MSTRG.31107.1	3
MSTRG.8773.1	1
MSTRG.22730.1	7
MSTRG.9862.1	2
MSTRG.28479.1	15
MSTRG.30399.1	5
MSTRG.35297.2	4
MSTRG.21442.1	2
MSTRG.24179.3	2
MSTRG.29568.1	4
MSTRG.1753.2	7
MSTRG.17916.3	5
MSTRG.31488.1	2
MSTRG.22531.1	2
MSTRG.19539.2	7
MSTRG.32577.1	2
MSTRG.23620.1	2
MSTRG.29052.1	4
MSTRG.29369.1	2
MSTRG.1554.2	4
MSTRG.2088.1	8
MSTRG.31289.1	3
MSTRG.13997.5	14
MSTRG.16692.3	5
MSTRG.25069.3	11
MSTRG.2643.2	2
MSTRG.35353.4	4
MSTRG.32378.1	1
MSTRG.7541.3	10
MSTRG.8075.2	10
MSTRG.12883.2	7
MSTRG.5935.5	8
MSTRG.33467.1	2
MSTRG.27247.3	2
MSTRG.16129.4	11
MSTRG.34556.1	7
MSTRG.23438.2	3
MSTRG.15015.1	13
MSTRG.5910.2	7
MSTRG.35645.1	13
MSTRG.35154.4	8
MSTRG.32179.1	5
MSTRG.24036.5	6
MSTRG.13409.3	3
MSTRG.932.1	2
MSTRG.4067.1	9
MSTRG.34040.1	6
MSTRG.33268.1	3
MSTRG.24891.1	2
MSTRG.13282.5	7
MSTRG.31900.4	3
MSTRG.5156.1	8
MSTRG.34357.1	3
MSTRG.25980.1	11
MSTRG.19760.3	19
MSTRG.30057.3	6
MSTRG.5711.2	3
MSTRG.35446.1	1
MSTRG.24328.2	4
MSTRG.1902.1	2
MSTRG.31146.3	5
MSTRG.6800.2	14
MSTRG.20519.1	3
MSTRG.11651.4	3
MSTRG.24692.1	2
MSTRG.21608.1	2
MSTRG.14663.2	5
MSTRG.25781.1	2
MSTRG.6046.1	7
MSTRG.22206.4	3
MSTRG.10854.1	2
MSTRG.20003.1	2
MSTRG.35247.1	2
MSTRG.26870.1	11
MSTRG.15752.2	7
MSTRG.1703.1	2
MSTRG.7135.1	3
MSTRG.11452.4	9
MSTRG.11943.1	5
MSTRG.9829.1	1
MSTRG.15278.6	3
MSTRG.21409.1	2
MSTRG.8224.1	3
MSTRG.26307.2	2
MSTRG.10655.1	2
MSTRG.9313.1	6
MSTRG.16087.1	3
MSTRG.25599.2	8
MSTRG.11744.1	1
MSTRG.17176.1	7
MSTRG.2191.7	2
MSTRG.27760.1	1
MSTRG.8025.1	2
MSTRG.12833.1	3
MSTRG.18265.1	2
MSTRG.13922.1	7
MSTRG.9114.1	9
MSTRG.18820.2	5
MSTRG.1885.1	2
MSTRG.1807.17	6
MSTRG.7508.3	3
MSTRG.6783.2	3
MSTRG.26172.2	6
MSTRG.2974.1	12
MSTRG.3208.5	2
MSTRG.35684.3	5
MSTRG.7872.2	16
MSTRG.26489.2	6
MSTRG.18066.1	4
MSTRG.27578.2	5
MSTRG.13723.1	2
MSTRG.19155.1	2
MSTRG.23769.1	7
MSTRG.21075.1	6
MSTRG.14812.1	7
MSTRG.30587.2	4
MSTRG.19710.2	7
MSTRG.24858.1	2
MSTRG.22164.1	2
MSTRG.15901.1	13
MSTRG.3864.1	2
MSTRG.9296.1	1
MSTRG.25456.4	7
MSTRG.23253.1	3
MSTRG.4953.1	5
MSTRG.7199.6	7
MSTRG.34197.3	10
MSTRG.15427.5	4
MSTRG.29240.2	5
MSTRG.18122.3	3
MSTRG.31160.2	4
MSTRG.8779.3	3
MSTRG.24659.1	3
MSTRG.29557.2	19
MSTRG.20639.8	18
MSTRG.11982.3	4
MSTRG.9377.6	6
MSTRG.7174.3	11
MSTRG.23054.1	4
MSTRG.9097.1	2
MSTRG.25748.1	3
MSTRG.19528.3	7
MSTRG.32566.2	14
MSTRG.13025.2	8
MSTRG.14994.1	3
MSTRG.26837.1	3
MSTRG.24143.1	3
MSTRG.6657.5	2
MSTRG.35367.8	14
MSTRG.33655.2	8
MSTRG.10694.3	3
MSTRG.15592.4	4
MSTRG.27926.1	5
MSTRG.25232.1	2
MSTRG.32050.2	7
MSTRG.26321.1	11
MSTRG.25549.1	5
MSTRG.565.1	9
MSTRG.46.1	3
MSTRG.35342.5	4
MSTRG.23990.2	2
MSTRG.26638.1	2
MSTRG.16609.2	10
MSTRG.27727.1	3
MSTRG.25033.1	11
MSTRG.34545.2	5
MSTRG.10106.1	14
MSTRG.16973.1	2
MSTRG.366.1	3
MSTRG.28816.1	2
MSTRG.26122.1	8
MSTRG.30736.1	2
MSTRG.8145.8	5
MSTRG.29905.1	7
MSTRG.27211.1	2
MSTRG.31825.1	2
MSTRG.14296.2	5
MSTRG.27528.1	4
MSTRG.28300.1	13
MSTRG.32914.1	3
MSTRG.30220.1	1
MSTRG.24000.3	6
MSTRG.167.1	5
MSTRG.28617.1	4
MSTRG.1336.1	15
MSTRG.30537.1	3
MSTRG.8928.2	2
MSTRG.29706.1	24
MSTRG.27012.1	2
MSTRG.2425.1	2
MSTRG.34601.4	8
MSTRG.31626.1	9
MSTRG.14097.2	4
MSTRG.28190.4	5
MSTRG.5226.7	13
MSTRG.28101.1	12
MSTRG.32715.1	1
MSTRG.30021.1	1
MSTRG.20872.1	10
MSTRG.10288.1	2
MSTRG.15186.2	8
MSTRG.739.3	2
MSTRG.28998.1	18
MSTRG.1137.1	2
MSTRG.33804.1	1
MSTRG.31110.1	4
MSTRG.11377.1	2
MSTRG.21961.1	2
MSTRG.29596.4	3
MSTRG.1781.5	6
MSTRG.27393.1	16
MSTRG.18478.5	8
MSTRG.2226.1	1
MSTRG.20398.5	3
MSTRG.31427.1	1
MSTRG.20309.2	3
MSTRG.25787.3	6
MSTRG.28482.1	2
MSTRG.3315.1	4
MSTRG.32516.1	10
MSTRG.8213.2	9
MSTRG.10089.1	2
MSTRG.29571.1	7
MSTRG.28799.1	11
MSTRG.4404.1	2
MSTRG.33605.1	6
MSTRG.11178.1	2
MSTRG.9302.2	12
MSTRG.29888.1	2
MSTRG.27194.1	3
MSTRG.23665.5	8
MSTRG.2027.1	9
MSTRG.32000.1	3
MSTRG.12267.1	13
MSTRG.17165.2	4
MSTRG.28283.1	12
MSTRG.19368.5	15
MSTRG.32897.1	4
MSTRG.3116.1	2
MSTRG.21779.2	6
MSTRG.26677.3	9
MSTRG.12822.2	3
MSTRG.13356.1	1
MSTRG.18534.7	7
MSTRG.8014.2	12
MSTRG.31572.6	5
MSTRG.29372.1	2
MSTRG.33986.1	1
